Tidal;Elevation;Prediction;(Time;in;GMT);;
0.9573;-125.913;49.154;2006;349;17;0;0
0.741;-125.913;49.154;2006;349;18;0;0
0.3839;-125.913;49.154;2006;349;19;0;0
-0.0453;-125.913;49.154;2006;349;20;0;0
-0.4616;-125.913;49.154;2006;349;21;0;0
-0.783;-125.913;49.154;2006;349;22;0;0
-0.9499;-125.913;49.154;2006;349;23;0;0
-0.9388;-125.913;49.154;2006;350;0;0;0
-0.7667;-125.913;49.154;2006;350;1;0;0
-0.4862;-125.913;49.154;2006;350;2;0;0
-0.172;-125.913;49.154;2006;350;3;0;0
0.0984;-125.913;49.154;2006;350;4;0;0
0.2642;-125.913;49.154;2006;350;5;0;0
0.2962;-125.913;49.154;2006;350;6;0;0
0.2036;-125.913;49.154;2006;350;7;0;0
0.0311;-125.913;49.154;2006;350;8;0;0
-0.154;-125.913;49.154;2006;350;9;0;0
-0.2798;-125.913;49.154;2006;350;10;0;0
-0.2901;-125.913;49.154;2006;350;11;0;0
-0.1597;-125.913;49.154;2006;350;12;0;0
0.0965;-125.913;49.154;2006;350;13;0;0
0.4263;-125.913;49.154;2006;350;14;0;0
0.752;-125.913;49.154;2006;350;15;0;0
0.9894;-125.913;49.154;2006;350;16;0;0
1.0686;-125.913;49.154;2006;350;17;0;0
0.9532;-125.913;49.154;2006;350;18;0;0
0.6501;-125.913;49.154;2006;350;19;0;0
0.2096;-125.913;49.154;2006;350;20;0;0
-0.2849;-125.913;49.154;2006;350;21;0;0
-0.7362;-125.913;49.154;2006;350;22;0;0
-1.0559;-125.913;49.154;2006;350;23;0;0
-1.1848;-125.913;49.154;2006;351;0;0;0
-1.107;-125.913;49.154;2006;351;1;0;0
-0.8526;-125.913;49.154;2006;351;2;0;0
-0.49;-125.913;49.154;2006;351;3;0;0
-0.108;-125.913;49.154;2006;351;4;0;0
0.2058;-125.913;49.154;2006;351;5;0;0
0.3875;-125.913;49.154;2006;351;6;0;0
0.4117;-125.913;49.154;2006;351;7;0;0
0.2975;-125.913;49.154;2006;351;8;0;0
0.1016;-125.913;49.154;2006;351;9;0;0
-0.0969;-125.913;49.154;2006;351;10;0;0
-0.2188;-125.913;49.154;2006;351;11;0;0
-0.207;-125.913;49.154;2006;351;12;0;0
-0.0427;-125.913;49.154;2006;351;13;0;0
0.2477;-125.913;49.154;2006;351;14;0;0
0.5982;-125.913;49.154;2006;351;15;0;0
0.9184;-125.913;49.154;2006;351;16;0;0
1.117;-125.913;49.154;2006;351;17;0;0
1.1251;-125.913;49.154;2006;351;18;0;0
0.9151;-125.913;49.154;2006;351;19;0;0
0.51;-125.913;49.154;2006;351;20;0;0
-0.0206;-125.913;49.154;2006;351;21;0;0
-0.5752;-125.913;49.154;2006;351;22;0;0
-1.044;-125.913;49.154;2006;351;23;0;0
-1.3347;-125.913;49.154;2006;352;0;0;0
-1.3939;-125.913;49.154;2006;352;1;0;0
-1.2201;-125.913;49.154;2006;352;2;0;0
-0.863;-125.913;49.154;2006;352;3;0;0
-0.4108;-125.913;49.154;2006;352;4;0;0
0.0314;-125.913;49.154;2006;352;5;0;0
0.3686;-125.913;49.154;2006;352;6;0;0
0.5382;-125.913;49.154;2006;352;7;0;0
0.5254;-125.913;49.154;2006;352;8;0;0
0.365;-125.913;49.154;2006;352;9;0;0
0.1312;-125.913;49.154;2006;352;10;0;0
-0.0836;-125.913;49.154;2006;352;11;0;0
-0.1941;-125.913;49.154;2006;352;12;0;0
-0.1462;-125.913;49.154;2006;352;13;0;0
0.0672;-125.913;49.154;2006;352;14;0;0
0.4027;-125.913;49.154;2006;352;15;0;0
0.7763;-125.913;49.154;2006;352;16;0;0
1.0844;-125.913;49.154;2006;352;17;0;0
1.2303;-125.913;49.154;2006;352;18;0;0
1.1502;-125.913;49.154;2006;352;19;0;0
0.8315;-125.913;49.154;2006;352;20;0;0
0.3182;-125.913;49.154;2006;352;21;0;0
-0.297;-125.913;49.154;2006;352;22;0;0
-0.8942;-125.913;49.154;2006;352;23;0;0
-1.3537;-125.913;49.154;2006;353;0;0;0
-1.5842;-125.913;49.154;2006;353;1;0;0
-1.5452;-125.913;49.154;2006;353;2;0;0
-1.2557;-125.913;49.154;2006;353;3;0;0
-0.7894;-125.913;49.154;2006;353;4;0;0
-0.2562;-125.913;49.154;2006;353;5;0;0
0.2253;-125.913;49.154;2006;353;6;0;0
0.5569;-125.913;49.154;2006;353;7;0;0
0.6842;-125.913;49.154;2006;353;8;0;0
0.6092;-125.913;49.154;2006;353;9;0;0
0.3876;-125.913;49.154;2006;353;10;0;0
0.1127;-125.913;49.154;2006;353;11;0;0
-0.1109;-125.913;49.154;2006;353;12;0;0
-0.1956;-125.913;49.154;2006;353;13;0;0
-0.0961;-125.913;49.154;2006;353;14;0;0
0.1777;-125.913;49.154;2006;353;15;0;0
0.5615;-125.913;49.154;2006;353;16;0;0
0.9524;-125.913;49.154;2006;353;17;0;0
1.235;-125.913;49.154;2006;353;18;0;0
1.3121;-125.913;49.154;2006;353;19;0;0
1.1307;-125.913;49.154;2006;353;20;0;0
0.6981;-125.913;49.154;2006;353;21;0;0
0.0833;-125.913;49.154;2006;353;22;0;0
-0.598;-125.913;49.154;2006;353;23;0;0
-1.2099;-125.913;49.154;2006;354;0;0;0
-1.6281;-125.913;49.154;2006;354;1;0;0
-1.7698;-125.913;49.154;2006;354;2;0;0
-1.6131;-125.913;49.154;2006;354;3;0;0
-1.2024;-125.913;49.154;2006;354;4;0;0
-0.6367;-125.913;49.154;2006;354;5;0;0
-0.0451;-125.913;49.154;2006;354;6;0;0
0.445;-125.913;49.154;2006;354;7;0;0
0.7391;-125.913;49.154;2006;354;8;0;0
0.7977;-125.913;49.154;2006;354;9;0;0
0.6443;-125.913;49.154;2006;354;10;0;0
0.3577;-125.913;49.154;2006;354;11;0;0
0.0489;-125.913;49.154;2006;354;12;0;0
-0.169;-125.913;49.154;2006;354;13;0;0
-0.2122;-125.913;49.154;2006;354;14;0;0
-0.0496;-125.913;49.154;2006;354;15;0;0
0.288;-125.913;49.154;2006;354;16;0;0
0.7143;-125.913;49.154;2006;354;17;0;0
1.1094;-125.913;49.154;2006;354;18;0;0
1.3509;-125.913;49.154;2006;354;19;0;0
1.3465;-125.913;49.154;2006;354;20;0;0
1.0595;-125.913;49.154;2006;354;21;0;0
0.521;-125.913;49.154;2006;354;22;0;0
-0.1749;-125.913;49.154;2006;354;23;0;0
-0.8925;-125.913;49.154;2006;355;0;0;0
-1.4853;-125.913;49.154;2006;355;1;0;0
-1.8318;-125.913;49.154;2006;355;2;0;0
-1.864;-125.913;49.154;2006;355;3;0;0
-1.5839;-125.913;49.154;2006;355;4;0;0
-1.0623;-125.913;49.154;2006;355;5;0;0
-0.4212;-125.913;49.154;2006;355;6;0;0
0.1961;-125.913;49.154;2006;355;7;0;0
0.6607;-125.913;49.154;2006;355;8;0;0
0.8886;-125.913;49.154;2006;355;9;0;0
0.8604;-125.913;49.154;2006;355;10;0;0
0.6238;-125.913;49.154;2006;355;11;0;0
0.2789;-125.913;49.154;2006;355;12;0;0
-0.0494;-125.913;49.154;2006;355;13;0;0
-0.2458;-125.913;49.154;2006;355;14;0;0
-0.2359;-125.913;49.154;2006;355;15;0;0
-0.0066;-125.913;49.154;2006;355;16;0;0
0.3886;-125.913;49.154;2006;355;17;0;0
0.8436;-125.913;49.154;2006;355;18;0;0
1.2263;-125.913;49.154;2006;355;19;0;0
1.4132;-125.913;49.154;2006;355;20;0;0
1.323;-125.913;49.154;2006;355;21;0;0
0.939;-125.913;49.154;2006;355;22;0;0
0.3166;-125.913;49.154;2006;355;23;0;0
-0.4283;-125.913;49.154;2006;356;0;0;0
-1.1453;-125.913;49.154;2006;356;1;0;0
-1.6855;-125.913;49.154;2006;356;2;0;0
-1.9372;-125.913;49.154;2006;356;3;0;0
-1.8523;-125.913;49.154;2006;356;4;0;0
-1.4581;-125.913;49.154;2006;356;5;0;0
-0.85;-125.913;49.154;2006;356;6;0;0
-0.1677;-125.913;49.154;2006;356;7;0;0
0.4391;-125.913;49.154;2006;356;8;0;0
0.8471;-125.913;49.154;2006;356;9;0;0
0.9887;-125.913;49.154;2006;356;10;0;0
0.8672;-125.913;49.154;2006;356;11;0;0
0.553;-125.913;49.154;2006;356;12;0;0
0.1638;-125.913;49.154;2006;356;13;0;0
-0.168;-125.913;49.154;2006;356;14;0;0
-0.3309;-125.913;49.154;2006;356;15;0;0
-0.2644;-125.913;49.154;2006;356;16;0;0
0.0246;-125.913;49.154;2006;356;17;0;0
0.4624;-125.913;49.154;2006;356;18;0;0
0.9277;-125.913;49.154;2006;356;19;0;0
1.2826;-125.913;49.154;2006;356;20;0;0
1.409;-125.913;49.154;2006;356;21;0;0
1.2407;-125.913;49.154;2006;356;22;0;0
0.7819;-125.913;49.154;2006;356;23;0;0
0.1093;-125.913;49.154;2006;357;0;0;0
-0.645;-125.913;49.154;2006;357;1;0;0
-1.3244;-125.913;49.154;2006;357;2;0;0
-1.7849;-125.913;49.154;2006;357;3;0;0
-1.9304;-125.913;49.154;2006;357;4;0;0
-1.7352;-125.913;49.154;2006;357;5;0;0
-1.2502;-125.913;49.154;2006;357;6;0;0
-0.5897;-125.913;49.154;2006;357;7;0;0
0.0964;-125.913;49.154;2006;357;8;0;0
0.6596;-125.913;49.154;2006;357;9;0;0
0.9886;-125.913;49.154;2006;357;10;0;0
1.0355;-125.913;49.154;2006;357;11;0;0
0.8252;-125.913;49.154;2006;357;12;0;0
0.4471;-125.913;49.154;2006;357;13;0;0
0.0299;-125.913;49.154;2006;357;14;0;0
-0.2929;-125.913;49.154;2006;357;15;0;0
-0.4187;-125.913;49.154;2006;357;16;0;0
-0.3028;-125.913;49.154;2006;357;17;0;0
0.0295;-125.913;49.154;2006;357;18;0;0
0.4893;-125.913;49.154;2006;357;19;0;0
0.9466;-125.913;49.154;2006;357;20;0;0
1.2646;-125.913;49.154;2006;357;21;0;0
1.3355;-125.913;49.154;2006;357;22;0;0
1.1094;-125.913;49.154;2006;357;23;0;0
0.6095;-125.913;49.154;2006;358;0;0;0
-0.0724;-125.913;49.154;2006;358;1;0;0
-0.7961;-125.913;49.154;2006;358;2;0;0
-1.4067;-125.913;49.154;2006;358;3;0;0
-1.7721;-125.913;49.154;2006;358;4;0;0
-1.8144;-125.913;49.154;2006;358;5;0;0
-1.5292;-125.913;49.154;2006;358;6;0;0
-0.9857;-125.913;49.154;2006;358;7;0;0
-0.3101;-125.913;49.154;2006;358;8;0;0
0.3458;-125.913;49.154;2006;358;9;0;0
0.8416;-125.913;49.154;2006;358;10;0;0
1.0816;-125.913;49.154;2006;358;11;0;0
1.037;-125.913;49.154;2006;358;12;0;0
0.7511;-125.913;49.154;2006;358;13;0;0
0.3258;-125.913;49.154;2006;358;14;0;0
-0.1061;-125.913;49.154;2006;358;15;0;0
-0.4153;-125.913;49.154;2006;358;16;0;0
-0.5107;-125.913;49.154;2006;358;17;0;0
-0.3622;-125.913;49.154;2006;358;18;0;0
-0.0088;-125.913;49.154;2006;358;19;0;0
0.4516;-125.913;49.154;2006;358;20;0;0
0.888;-125.913;49.154;2006;358;21;0;0
1.1699;-125.913;49.154;2006;358;22;0;0
1.2021;-125.913;49.154;2006;358;23;0;0
0.9496;-125.913;49.154;2006;359;0;0;0
0.4485;-125.913;49.154;2006;359;1;0;0
-0.2017;-125.913;49.154;2006;359;2;0;0
-0.8612;-125.913;49.154;2006;359;3;0;0
-1.3839;-125.913;49.154;2006;359;4;0;0
-1.6529;-125.913;49.154;2006;359;5;0;0
-1.6083;-125.913;49.154;2006;359;6;0;0
-1.2624;-125.913;49.154;2006;359;7;0;0
-0.696;-125.913;49.154;2006;359;8;0;0
-0.0388;-125.913;49.154;2006;359;9;0;0
0.5627;-125.913;49.154;2006;359;10;0;0
0.98;-125.913;49.154;2006;359;11;0;0
1.1336;-125.913;49.154;2006;359;12;0;0
1.0105;-125.913;49.154;2006;359;13;0;0
0.6661;-125.913;49.154;2006;359;14;0;0
0.2081;-125.913;49.154;2006;359;15;0;0
-0.2321;-125.913;49.154;2006;359;16;0;0
-0.533;-125.913;49.154;2006;359;17;0;0
-0.614;-125.913;49.154;2006;359;18;0;0
-0.4558;-125.913;49.154;2006;359;19;0;0
-0.1047;-125.913;49.154;2006;359;20;0;0
0.3401;-125.913;49.154;2006;359;21;0;0
0.7519;-125.913;49.154;2006;359;22;0;0
1.0099;-125.913;49.154;2006;359;23;0;0
1.0301;-125.913;49.154;2006;360;0;0;0
0.7878;-125.913;49.154;2006;360;1;0;0
0.325;-125.913;49.154;2006;360;2;0;0
-0.2595;-125.913;49.154;2006;360;3;0;0
-0.8336;-125.913;49.154;2006;360;4;0;0
-1.2641;-125.913;49.154;2006;360;5;0;0
-1.4491;-125.913;49.154;2006;360;6;0;0
-1.3436;-125.913;49.154;2006;360;7;0;0
-0.9698;-125.913;49.154;2006;360;8;0;0
-0.4121;-125.913;49.154;2006;360;9;0;0
0.2033;-125.913;49.154;2006;360;10;0;0
0.7393;-125.913;49.154;2006;360;11;0;0
1.0803;-125.913;49.154;2006;360;12;0;0
1.1602;-125.913;49.154;2006;360;13;0;0
0.9763;-125.913;49.154;2006;360;14;0;0
0.5894;-125.913;49.154;2006;360;15;0;0
0.107;-125.913;49.154;2006;360;16;0;0
-0.3444;-125.913;49.154;2006;360;17;0;0
-0.6508;-125.913;49.154;2006;360;18;0;0
-0.7391;-125.913;49.154;2006;360;19;0;0
-0.5947;-125.913;49.154;2006;360;20;0;0
-0.2639;-125.913;49.154;2006;360;21;0;0
0.1582;-125.913;49.154;2006;360;22;0;0
0.553;-125.913;49.154;2006;360;23;0;0
0.8086;-125.913;49.154;2006;361;0;0;0
0.8488;-125.913;49.154;2006;361;1;0;0
0.6525;-125.913;49.154;2006;361;2;0;0
0.2594;-125.913;49.154;2006;361;3;0;0
-0.2389;-125.913;49.154;2006;361;4;0;0
-0.7222;-125.913;49.154;2006;361;5;0;0
-1.0707;-125.913;49.154;2006;361;6;0;0
-1.195;-125.913;49.154;2006;361;7;0;0
-1.0584;-125.913;49.154;2006;361;8;0;0
-0.6858;-125.913;49.154;2006;361;9;0;0
-0.1588;-125.913;49.154;2006;361;10;0;0
0.4045;-125.913;49.154;2006;361;11;0;0
0.8775;-125.913;49.154;2006;361;12;0;0
1.1553;-125.913;49.154;2006;361;13;0;0
1.1796;-125.913;49.154;2006;361;14;0;0
0.9521;-125.913;49.154;2006;361;15;0;0
0.533;-125.913;49.154;2006;361;16;0;0
0.0261;-125.913;49.154;2006;361;17;0;0
-0.4475;-125.913;49.154;2006;361;18;0;0
-0.7784;-125.913;49.154;2006;361;19;0;0
-0.8956;-125.913;49.154;2006;361;20;0;0
-0.7825;-125.913;49.154;2006;361;21;0;0
-0.4804;-125.913;49.154;2006;361;22;0;0
-0.0763;-125.913;49.154;2006;361;23;0;0
0.319;-125.913;49.154;2006;362;0;0;0
0.5994;-125.913;49.154;2006;362;1;0;0
0.6902;-125.913;49.154;2006;362;2;0;0
0.5669;-125.913;49.154;2006;362;3;0;0
0.2612;-125.913;49.154;2006;362;4;0;0
-0.1471;-125.913;49.154;2006;362;5;0;0
-0.55;-125.913;49.154;2006;362;6;0;0
-0.8385;-125.913;49.154;2006;362;7;0;0
-0.93;-125.913;49.154;2006;362;8;0;0
-0.7893;-125.913;49.154;2006;362;9;0;0
-0.4382;-125.913;49.154;2006;362;10;0;0
0.0492;-125.913;49.154;2006;362;11;0;0
0.5637;-125.913;49.154;2006;362;12;0;0
0.9871;-125.913;49.154;2006;362;13;0;0
1.2202;-125.913;49.154;2006;362;14;0;0
1.2069;-125.913;49.154;2006;362;15;0;0
0.9474;-125.913;49.154;2006;362;16;0;0
0.4983;-125.913;49.154;2006;362;17;0;0
-0.0411;-125.913;49.154;2006;362;18;0;0
-0.5524;-125.913;49.154;2006;362;19;0;0
-0.926;-125.913;49.154;2006;362;20;0;0
-1.087;-125.913;49.154;2006;362;21;0;0
-1.0122;-125.913;49.154;2006;362;22;0;0
-0.7341;-125.913;49.154;2006;362;23;0;0
-0.3325;-125.913;49.154;2006;363;0;0;0
0.0869;-125.913;49.154;2006;363;1;0;0
0.4182;-125.913;49.154;2006;363;2;0;0
0.582;-125.913;49.154;2006;363;3;0;0
0.5448;-125.913;49.154;2006;363;4;0;0
0.3266;-125.913;49.154;2006;363;5;0;0
-0.0046;-125.913;49.154;2006;363;6;0;0
-0.3502;-125.913;49.154;2006;363;7;0;0
-0.6065;-125.913;49.154;2006;363;8;0;0
-0.6913;-125.913;49.154;2006;363;9;0;0
-0.5654;-125.913;49.154;2006;363;10;0;0
-0.2433;-125.913;49.154;2006;363;11;0;0
0.2089;-125.913;49.154;2006;363;12;0;0
0.6885;-125.913;49.154;2006;363;13;0;0
1.081;-125.913;49.154;2006;363;14;0;0
1.2874;-125.913;49.154;2006;363;15;0;0
1.2487;-125.913;49.154;2006;363;16;0;0
0.9607;-125.913;49.154;2006;363;17;0;0
0.4757;-125.913;49.154;2006;363;18;0;0
-0.1086;-125.913;49.154;2006;363;19;0;0
-0.672;-125.913;49.154;2006;363;20;0;0
-1.0994;-125.913;49.154;2006;363;21;0;0
-1.3077;-125.913;49.154;2006;363;22;0;0
-1.2641;-125.913;49.154;2006;363;23;0;0
-0.9936;-125.913;49.154;2006;364;0;0;0
-0.5714;-125.913;49.154;2006;364;1;0;0
-0.1041;-125.913;49.154;2006;364;2;0;0
0.2967;-125.913;49.154;2006;364;3;0;0
0.542;-125.913;49.154;2006;364;4;0;0
0.5864;-125.913;49.154;2006;364;5;0;0
0.4386;-125.913;49.154;2006;364;6;0;0
0.1585;-125.913;49.154;2006;364;7;0;0
-0.1594;-125.913;49.154;2006;364;8;0;0
-0.4103;-125.913;49.154;2006;364;9;0;0
-0.5068;-125.913;49.154;2006;364;10;0;0
-0.4024;-125.913;49.154;2006;364;11;0;0
-0.1041;-125.913;49.154;2006;364;12;0;0
0.3271;-125.913;49.154;2006;364;13;0;0
0.7906;-125.913;49.154;2006;364;14;0;0
1.17;-125.913;49.154;2006;364;15;0;0
1.3615;-125.913;49.154;2006;364;16;0;0
1.3007;-125.913;49.154;2006;364;17;0;0
0.9788;-125.913;49.154;2006;364;18;0;0
0.4472;-125.913;49.154;2006;364;19;0;0
-0.1936;-125.913;49.154;2006;364;20;0;0
-0.8164;-125.913;49.154;2006;364;21;0;0
-1.2965;-125.913;49.154;2006;364;22;0;0
-1.5406;-125.913;49.154;2006;364;23;0;0
-1.508;-125.913;49.154;2006;365;0;0;0
-1.2199;-125.913;49.154;2006;365;1;0;0
